ticker,degree,betweenness_centrality,sector
INDES,9,0.25938967136150237,Technology
SAHOL,8,0.628716744913928,Conglomerates
SISE,8,0.5258215962441315,Industrials
KCHOL,5,0.6741001564945227,Conglomerates
THYAO,5,0.2934272300469484,Airlines
EKGYO,4,0.2531298904538341,REIT
AKSEN,4,0.08215962441314555,Energy
PETKM,3,0.20305164319248828,Chemicals
ZOREN,3,0.15805946791862285,Energy
AKBNK,3,0.13262910798122066,Banking
ISCTR,3,0.08176838810641628,Banking
VESTL,3,0.13262910798122066,Consumer Durables
HEKTS,3,0.05516431924882629,Chemicals
TTKOM,3,0.05516431924882629,Telecommunications
OYAKC,3,0.05516431924882629,Building Materials
SOKM,3,0.05516431924882629,Retail
TOASO,2,0.02777777777777778,Automotive
TTRAK,2,0.02777777777777778,Industrials
TUPRS,2,0.02777777777777778,Energy
KRDMD,2,0.02777777777777778,Steel
CEMTS,2,0.02777777777777778,Steel
VAKBN,2,0.02777777777777778,Banking
EGEEN,2,0.054773082942097026,Automotive
ANHYT,2,0.02777777777777778,Insurance
ARCLK,2,0.2625195618153365,Consumer Durables
DOHOL,2,0.02777777777777778,Conglomerates
BRYAT,2,0.02777777777777778,Conglomerates
AEFES,2,0.02777777777777778,Beverages
BIMAS,2,0.08098591549295775,Retail
YKBNK,2,0.15492957746478875,Banking
ODAS,2,0.02777777777777778,Energy
AGHOL,2,0.054773082942097026,Conglomerates
VESBE,2,0.08098591549295775,Consumer Durables
ENJSA,1,0.0,Energy
ASELS,1,0.0,Defense
ENKAI,1,0.0,Construction
ALARK,1,0.0,Conglomerates
BUCIM,1,0.0,Building Materials
GARAN,1,0.0,Banking
GUBRF,1,0.0,Chemicals
ASUZU,1,0.0,Automotive
HALKB,1,0.0,Banking
AKFGY,1,0.0,REIT
CIMSA,1,0.0,Building Materials
DOAS,1,0.0,Automotive
ECILC,1,0.0,Pharmaceuticals
BRISA,1,0.0,Automotive
BRSAN,1,0.0,Steel
TKNSA,1,0.0,Retail
BERA,1,0.0,Conglomerates
AYGAZ,1,0.0,Energy
MAVI,1,0.0,Retail
FROTO,1,0.0,Automotive
EREGL,1,0.0,Steel
PGSUS,1,0.0,Airlines
SASA,1,0.0,Chemicals
CCOLA,1,0.0,Beverages
BTCIM,1,0.0,Building Materials
TKFEN,1,0.0,Construction
PAPIL,1,0.0,Defense
AKSA,1,0.0,Chemicals
DGATE,1,0.0,Technology
LOGO,1,0.0,Technology
AGESA,1,0.0,Insurance
MPARK,1,0.0,Healthcare
SKBNK,1,0.0,Banking
TAVHL,1,0.0,Transportation
TCELL,1,0.0,Telecommunications
ULKER,1,0.0,Food
TURSG,1,0.0,Insurance
MGROS,1,0.0,Retail
ISGYO,1,0.0,REIT
OTKAR,1,0.0,Defense
