ticker,degree,betweenness_centrality,sector
SISE,8,0.5868544600938967,Industrials
KCHOL,7,0.7230046948356808,Conglomerates
SAHOL,6,0.5164319248826291,Conglomerates
VESBE,5,0.20892018779342725,Consumer Durables
PETKM,4,0.18231611893583724,Chemicals
CIMSA,3,0.13262910798122066,Building Materials
DOHOL,3,0.08176838810641628,Conglomerates
AKBNK,3,0.18035993740219092,Banking
AGHOL,3,0.15805946791862285,Conglomerates
ISCTR,3,0.107981220657277,Banking
ZOREN,3,0.107981220657277,Energy
INDES,3,0.05516431924882629,Technology
CEMTS,3,0.05516431924882629,Steel
ASELS,3,0.05516431924882629,Defense
TTKOM,3,0.10758998435054773,Telecommunications
TTRAK,3,0.08176838810641628,Industrials
KRDMD,3,0.18035993740219092,Steel
MGROS,3,0.08176838810641628,Retail
THYAO,3,0.05516431924882629,Airlines
SKBNK,2,0.02777777777777778,Banking
EKGYO,2,0.02777777777777778,REIT
SOKM,2,0.02777777777777778,Retail
SASA,2,0.02777777777777778,Chemicals
BRYAT,2,0.02777777777777778,Conglomerates
AEFES,2,0.02777777777777778,Beverages
TUPRS,2,0.02777777777777778,Energy
TOASO,2,0.02777777777777778,Automotive
ODAS,2,0.02777777777777778,Energy
ARCLK,2,0.22183098591549297,Consumer Durables
EGEEN,2,0.054773082942097026,Automotive
ANHYT,2,0.02777777777777778,Insurance
AKSEN,2,0.02777777777777778,Energy
MAVI,2,0.02777777777777778,Retail
DOAS,2,0.02777777777777778,Automotive
BUCIM,2,0.08098591549295775,Building Materials
YKBNK,2,0.1310641627543036,Banking
VAKBN,2,0.02777777777777778,Banking
FROTO,1,0.0,Automotive
EREGL,1,0.0,Steel
AKSA,1,0.0,Chemicals
BTCIM,1,0.0,Building Materials
TURSG,1,0.0,Insurance
PAPIL,1,0.0,Defense
CCOLA,1,0.0,Beverages
BRISA,1,0.0,Automotive
ECILC,1,0.0,Pharmaceuticals
GARAN,1,0.0,Banking
BERA,1,0.0,Conglomerates
TKFEN,1,0.0,Construction
AGESA,1,0.0,Insurance
AKFGY,1,0.0,REIT
OYAKC,1,0.0,Building Materials
PGSUS,1,0.0,Airlines
ASUZU,1,0.0,Automotive
ALARK,1,0.0,Conglomerates
ENKAI,1,0.0,Construction
BRSAN,1,0.0,Steel
ULKER,1,0.0,Food
AYGAZ,1,0.0,Energy
BIMAS,1,0.0,Retail
TCELL,1,0.0,Telecommunications
LOGO,1,0.0,Technology
VESTL,1,0.0,Consumer Durables
MPARK,1,0.0,Healthcare
GUBRF,1,0.0,Chemicals
ENJSA,1,0.0,Energy
HALKB,1,0.0,Banking
ISGYO,1,0.0,REIT
HEKTS,1,0.0,Chemicals
DGATE,1,0.0,Technology
TKNSA,1,0.0,Retail
TAVHL,1,0.0,Transportation
OTKAR,1,0.0,Defense
