ticker,degree,betweenness_centrality,sector
SISE,8,0.702660406885759,Industrials
VESBE,7,0.18583724569640064,Consumer Durables
SAHOL,6,0.6310641627543037,Conglomerates
KCHOL,6,0.49960876369327073,Conglomerates
KRDMD,5,0.13458528951486698,Steel
TTKOM,4,0.08215962441314555,Telecommunications
AKBNK,4,0.15923317683881064,Banking
PETKM,4,0.27660406885759,Chemicals
MGROS,3,0.08176838810641628,Retail
CIMSA,3,0.20305164319248828,Building Materials
ZOREN,3,0.05516431924882629,Energy
TOASO,3,0.08176838810641628,Automotive
CEMTS,3,0.10758998435054773,Steel
BUCIM,3,0.15688575899843507,Building Materials
THYAO,3,0.08176838810641628,Airlines
DOHOL,2,0.054773082942097026,Conglomerates
INDES,2,0.02777777777777778,Technology
TAVHL,2,0.02777777777777778,Transportation
SOKM,2,0.02777777777777778,Retail
AEFES,2,0.1310641627543036,Beverages
VAKBN,2,0.02777777777777778,Banking
TTRAK,2,0.02777777777777778,Industrials
TUPRS,2,0.02777777777777778,Energy
EGEEN,2,0.054773082942097026,Automotive
ARCLK,2,0.20031298904538342,Consumer Durables
ANHYT,2,0.02777777777777778,Insurance
BRYAT,2,0.02777777777777778,Conglomerates
TKFEN,2,0.02777777777777778,Construction
YKBNK,2,0.054773082942097026,Banking
ASELS,2,0.02777777777777778,Defense
FROTO,2,0.10641627543035995,Automotive
ISCTR,2,0.02777777777777778,Banking
EREGL,2,0.15492957746478875,Steel
AGHOL,2,0.10641627543035995,Conglomerates
ALARK,2,0.02777777777777778,Conglomerates
SASA,2,0.02777777777777778,Chemicals
GUBRF,1,0.0,Chemicals
ENKAI,1,0.0,Construction
GARAN,1,0.0,Banking
ASUZU,1,0.0,Automotive
ENJSA,1,0.0,Energy
BRSAN,1,0.0,Steel
HALKB,1,0.0,Banking
DOAS,1,0.0,Automotive
HEKTS,1,0.0,Chemicals
AKFGY,1,0.0,REIT
AKSEN,1,0.0,Energy
EKGYO,1,0.0,REIT
ECILC,1,0.0,Pharmaceuticals
TKNSA,1,0.0,Retail
BRISA,1,0.0,Automotive
LOGO,1,0.0,Technology
MAVI,1,0.0,Retail
OYAKC,1,0.0,Building Materials
PGSUS,1,0.0,Airlines
CCOLA,1,0.0,Beverages
BTCIM,1,0.0,Building Materials
BIMAS,1,0.0,Retail
PAPIL,1,0.0,Defense
AKSA,1,0.0,Chemicals
DGATE,1,0.0,Technology
AGESA,1,0.0,Insurance
BERA,1,0.0,Conglomerates
MPARK,1,0.0,Healthcare
ODAS,1,0.0,Energy
VESTL,1,0.0,Consumer Durables
SKBNK,1,0.0,Banking
TCELL,1,0.0,Telecommunications
ULKER,1,0.0,Food
TURSG,1,0.0,Insurance
ISGYO,1,0.0,REIT
AYGAZ,1,0.0,Energy
OTKAR,1,0.0,Defense
