ticker,degree,betweenness_centrality,sector
DOHOL,6,0.49765258215962443,Conglomerates
ENJSA,6,0.7155712050078248,Energy
SAHOL,6,0.3458528951486698,Conglomerates
AYGAZ,5,0.4162754303599374,Energy
AKBNK,4,0.10837245696400626,Banking
CIMSA,4,0.2312206572769953,Building Materials
MPARK,4,0.39710485133020346,Healthcare
TAVHL,4,0.08215962441314555,Transportation
KCHOL,4,0.4737871674491393,Conglomerates
KRDMD,3,0.05516431924882629,Steel
VESTL,3,0.05516431924882629,Consumer Durables
ASUZU,3,0.10758998435054773,Automotive
DOAS,3,0.24608763693270735,Automotive
MGROS,3,0.08176838810641628,Retail
AKFGY,3,0.15688575899843507,REIT
TOASO,3,0.13262910798122066,Automotive
HALKB,3,0.05516431924882629,Banking
TTKOM,3,0.05516431924882629,Telecommunications
TTRAK,3,0.05516431924882629,Industrials
PGSUS,3,0.20305164319248828,Airlines
ANHYT,2,0.08098591549295775,Insurance
ULKER,2,0.10641627543035995,Food
SOKM,2,0.02777777777777778,Retail
BERA,2,0.054773082942097026,Conglomerates
BRSAN,2,0.02777777777777778,Steel
TURSG,2,0.054773082942097026,Insurance
OTKAR,2,0.08098591549295775,Defense
ZOREN,2,0.08098591549295775,Energy
SISE,2,0.02777777777777778,Industrials
GARAN,2,0.02777777777777778,Banking
SASA,2,0.02777777777777778,Chemicals
GUBRF,2,0.02777777777777778,Chemicals
ECILC,2,0.02777777777777778,Pharmaceuticals
ARCLK,2,0.054773082942097026,Consumer Durables
AGESA,2,0.054773082942097026,Insurance
BRYAT,1,0.0,Conglomerates
AKSEN,1,0.0,Energy
BUCIM,1,0.0,Building Materials
HEKTS,1,0.0,Chemicals
CEMTS,1,0.0,Steel
EKGYO,1,0.0,REIT
ALARK,1,0.0,Conglomerates
ENKAI,1,0.0,Construction
BRISA,1,0.0,Automotive
ASELS,1,0.0,Defense
ISCTR,1,0.0,Banking
AEFES,1,0.0,Beverages
EGEEN,1,0.0,Automotive
ISGYO,1,0.0,REIT
MAVI,1,0.0,Retail
FROTO,1,0.0,Automotive
OYAKC,1,0.0,Building Materials
EREGL,1,0.0,Steel
CCOLA,1,0.0,Beverages
BTCIM,1,0.0,Building Materials
BIMAS,1,0.0,Retail
TKFEN,1,0.0,Construction
PAPIL,1,0.0,Defense
AGHOL,1,0.0,Conglomerates
AKSA,1,0.0,Chemicals
DGATE,1,0.0,Technology
LOGO,1,0.0,Technology
ODAS,1,0.0,Energy
YKBNK,1,0.0,Banking
PETKM,1,0.0,Chemicals
VESBE,1,0.0,Consumer Durables
SKBNK,1,0.0,Banking
INDES,1,0.0,Technology
TCELL,1,0.0,Telecommunications
THYAO,1,0.0,Airlines
VAKBN,1,0.0,Banking
TUPRS,1,0.0,Energy
TKNSA,1,0.0,Retail
