ticker,degree,betweenness_centrality,sector
PO4,4,0.3343573988735279,Parieto-occipital
C3,3,0.5232974910394266,Central
P4,3,0.5524833589349718,Parietal
CP3,3,0.5232974910394266,Centroparietal
Fpz,3,0.25806451612903225,Frontopolar
Pz,3,0.2529441884280594,Parietal
TP7,3,0.0931899641577061,Temporal
CP4,3,0.5053763440860215,Centroparietal
AF8,3,0.1228878648233487,Frontal
Oz,3,0.12237583205325141,Occipital
Fz,3,0.3819764464925755,Frontal
FC4,3,0.43727598566308246,Frontal
FC2,3,0.5017921146953405,Frontal
FCz,3,0.5345622119815668,Frontal
AF3,3,0.2980030721966206,Frontal
F2,2,0.38504864311315923,Frontal
F4,2,0.40040962621607784,Frontal
FC3,2,0.031746031746031744,Frontal
P8,2,0.09216589861751152,Parietal
F1,2,0.031746031746031744,Frontal
F8,2,0.031746031746031744,Frontal
P6,2,0.12083973374295955,Parietal
PO3,2,0.031746031746031744,Parieto-occipital
T8,2,0.031746031746031744,Temporal
P2,2,0.2713773681515617,Parietal
TP8,2,0.06246799795186892,Temporal
P7,2,0.12083973374295955,Parietal
P5,2,0.148489503328213,Parietal
T7,2,0.031746031746031744,Temporal
AF7,2,0.031746031746031744,Frontal
CP1,2,0.5048643113159242,Centroparietal
O1,2,0.06246799795186892,Occipital
FC1,2,0.06246799795186892,Frontal
O2,2,0.148489503328213,Occipital
C1,2,0.5048643113159242,Central
Cz,2,0.5017921146953405,Central
C2,2,0.06246799795186892,Central
C4,2,0.031746031746031744,Central
P3,2,0.17511520737327188,Parietal
CPz,2,0.5017921146953405,Centroparietal
CP2,2,0.4976958525345622,Centroparietal
Fp1,2,0.06246799795186892,Frontopolar
Fp2,2,0.148489503328213,Frontopolar
P1,2,0.2007168458781362,Parietal
AFz,2,0.31336405529953915,Frontal
AF4,2,0.031746031746031744,Frontal
PO7,1,0.0,Parieto-occipital
PO8,1,0.0,Parieto-occipital
POz,1,0.0,Parieto-occipital
FC5,1,0.0,Frontal
T10,1,0.0,Temporal
T9,1,0.0,Temporal
FT8,1,0.0,Temporal
FT7,1,0.0,Temporal
F6,1,0.0,Frontal
F3,1,0.0,Frontal
F5,1,0.0,Frontal
F7,1,0.0,Frontal
CP6,1,0.0,Centroparietal
CP5,1,0.0,Centroparietal
C6,1,0.0,Central
C5,1,0.0,Central
FC6,1,0.0,Frontal
Iz,1,0.0,Occipital
