source,target,distance,correlation
FC5,FC3,1.011725123912601,0.48820613682201597
FC3,FC1,0.6995247490020382,0.7553325627668177
FC3,F1,0.9950130470881052,0.504974518062222
FC1,FCz,0.6070354821323395,0.8157539617161791
FCz,FC2,0.6147953905387646,0.811013313886144
FCz,Cz,0.7906705374033047,0.6874200506411846
FC2,FC4,0.7996739567519664,0.6802607814463271
FC4,FC6,0.9782952650287674,0.5214691872111469
C5,T7,0.7140984715757591,0.7450316864465824
C3,CP3,0.6252119508064646,0.8045550082843874
C1,Cz,0.4814601755546332,0.8840980496774509
Cz,C2,0.5642376381331774,0.8408179438569467
Cz,CPz,0.5773014850922094,0.8333614976551648
C4,CP4,0.5997190771619051,0.8201685142440365
C6,T8,0.7188063358650215,0.7416587257601509
CP5,P7,0.6705220533326096,0.7752000879973105
CP3,CP1,0.473570319936481,0.8878655760376295
CP1,CPz,0.38763412306644207,0.9248698933172552
CPz,Pz,0.4766126193619982,0.8864202055324475
CPz,CP2,0.47710049593335196,0.8861875583900748
CP4,P4,0.521266090371966,0.8641408315141627
CP6,P6,0.6525337824722834,0.7870998313662073
Fp1,Fpz,0.20055299094208795,0.9798892489120914
Fp1,AF7,0.27588386861378594,0.9619440455193456
Fp1,AF3,0.3293925639506827,0.9457502694069977
Fpz,Fp2,0.23910197245925788,0.9714151233830461
Fpz,AFz,0.4006070882970471,0.919756980403081
Fp2,AF4,0.40512170782924695,0.9179382009227571
Fp2,AF8,0.43051579467276535,0.9073280752686387
AF3,F5,0.583089946281253,0.8300030572728627
AFz,F1,0.48034120566434807,0.8846361630704602
AF4,F6,0.5344805790415837,0.8571652553136867
F7,F5,0.6252803710956177,0.8045122287612633
F3,F1,0.44603346166073243,0.900527075539472
F1,Fz,0.3637333081593278,0.9338490402677357
Fz,F2,0.44976198184487154,0.8988570798434867
F2,F4,0.3167566491469594,0.949832612610595
F6,F8,0.7041929754291644,0.7520561266781102
FT7,T7,0.888022455258385,0.6057080594784349
FT8,T8,0.6897464232602915,0.7621249357998174
T7,T9,0.5701211830822805,0.8374809183004304
T8,TP8,0.5868199622713195,0.8278211659399436
T8,T10,0.6082187403337289,0.815034981953426
T9,TP7,0.6698417424511799,0.7756560200349836
TP7,P7,0.6339292985716205,0.7990668222062466
TP8,P8,0.5174839454613708,0.8661051830948665
P7,PO7,0.48341757004496627,0.8831537264859101
P5,P3,0.4734251670385965,0.8879343056072385
P3,P1,0.39983991771263877,0.9200640201017751
P3,PO3,0.42622294949893536,0.909166998660214
P1,Pz,0.37353064102282724,0.9302374301085379
Pz,P2,0.3454453767421765,0.9403337458437279
Pz,POz,0.4249730880058601,0.9096989372353818
P2,P4,0.4024341534202014,0.9190233760804829
P4,PO4,0.43625975591236804,0.9048387126856405
P6,P8,0.43757146234388206,0.9042656076711183
P6,PO4,0.45616057194136506,0.8959587663030634
PO7,O1,0.4015353292404052,0.9193846896858997
PO3,O1,0.3727998767300442,0.9305101259550319
PO4,PO8,0.44088225059869407,0.9028114205535152
O1,Oz,0.3152564197242731,0.9503066949113165
Oz,O2,0.3832263040933049,0.9265687999254929
Oz,Iz,0.41129203670544745,0.9154194302713424
