source,target,distance,correlation
FC5,FT7,1.033447573775393,0.4659930561288768
FC3,FC1,0.7830631286635991,0.6934060682637878
FC3,F3,0.9445789050773858,0.5538853460414035
FC1,FCz,0.72353259333581,0.7382502931903787
FCz,FC2,0.7267235227699723,0.7359364607264007
FCz,Cz,0.9363884827002744,0.5615883047331389
FC2,FC4,0.8579566358283085,0.6319552055190856
FC6,FT8,1.0587323601340672,0.43954289480247377
C5,T7,0.7778823326130752,0.6974495383042205
C3,CP3,0.7294065679940298,0.7339830292835854
C1,Cz,0.5670325217432695,0.8392370596427343
Cz,CPz,0.6426226670021838,0.7935180539275002
Cz,C2,0.6598973024051952,0.7822677751391732
C4,CP4,0.6869648547610939,0.7640396441615346
C6,T8,0.8278264463024163,0.6573516874011563
CP5,P7,0.6641192923003054,0.7794727827972707
CP3,P3,0.5108750748948065,0.8695033289256129
CP1,CPz,0.4544951593835289,0.8967170750484703
CPz,Pz,0.48369844493025904,0.8830179071860246
CPz,CP2,0.5186672795393945,0.8654921265676018
CP4,P4,0.5417214908069807,0.8532689131989312
CP6,P8,0.6551828982405318,0.7853676849265685
Fp1,Fpz,0.2539175417879601,0.9677629409861798
Fp1,Fp2,0.29621808348566797,0.9561274235080389
Fp1,AF7,0.35686049937078823,0.9363252919944158
Fp1,AF3,0.3727821131331915,0.9305167480639762
Fp2,AF4,0.43351599469533075,0.906031941171659
AF3,AFz,0.45453261729740957,0.8967000499063833
AFz,F1,0.4340667215206787,0.9057930406341448
AF4,F6,0.5633312103494955,0.8413289737230862
AF4,AF8,0.5698804216189756,0.8376181525276893
F7,F5,0.6804179253336379,0.768515723442334
F5,F3,0.6271744531100221,0.8033261026830724
F3,F1,0.4399252972413091,0.9032328664235729
F1,Fz,0.33744024056055627,0.943067042025217
Fz,F2,0.39875805085848204,0.9204960084377721
F2,F4,0.30177107952302806,0.9544671077817531
F6,F8,0.7453905334736469,0.722196476303936
FT7,T7,0.9875272656384296,0.5123949498103432
FT8,T8,0.838416694776277,0.6485287229602116
T7,T9,0.6470897084250147,0.7906374546252147
T8,T10,0.7259736826816523,0.7364811060268198
T8,TP8,0.7287122241249894,0.7344892472054056
T9,P7,0.6792758715972564,0.7692921451328938
TP7,P7,0.7219471368327962,0.7393961658094639
TP8,P8,0.5962361403088737,0.8222512324947885
P7,P5,0.5021317632517289,0.8739318461668548
P5,P3,0.47257808544474006,0.888334976578692
P3,P1,0.40767225530303575,0.9169016661280682
P1,Pz,0.37355018694631487,0.9302301289161866
Pz,P2,0.3629312599019034,0.9341404502930085
P2,P4,0.4097436622018213,0.9160550656427199
P4,PO4,0.4286773178503093,0.9081178785803324
P6,P8,0.45091615098190435,0.8983373123918322
P6,PO4,0.4532920591588418,0.8972631545517685
PO7,O1,0.44834009136856845,0.8994955812358119
PO3,O1,0.3899142245451143,0.9239834487486911
POz,Oz,0.45515386873085173,0.8964174778896693
PO4,Oz,0.388273809041884,0.9246217246060533
PO4,PO8,0.4079573645133806,0.9167853943696483
O1,Oz,0.2866499626166643,0.9589158994659325
Oz,Iz,0.36900187732171563,0.9319188072665248
Oz,O2,0.38664303112454274,0.9252535832414129
