ticker,degree,betweenness_centrality,sector
PO4,4,0.2606246799795187,Parieto-occipital
TP8,3,0.4726062467997952,Temporal
P4,3,0.45570916538658474,Parietal
CP1,3,0.20686123911930362,Centroparietal
CP3,3,0.0629800307219662,Centroparietal
C2,3,0.4157706093189964,Central
Fz,3,0.5099846390168971,Frontal
C1,3,0.2529441884280594,Central
Oz,3,0.0629800307219662,Occipital
O2,3,0.12237583205325141,Occipital
FC4,3,0.4500768049155146,Frontal
AFz,3,0.5284178187403994,Frontal
AF4,3,0.6113671274961597,Frontal
FC1,3,0.3236047107014849,Frontal
F8,3,0.4987199180747568,Frontal
FT7,2,0.031746031746031744,Temporal
F2,2,0.4618535586277522,Frontal
F4,2,0.45161290322580644,Frontal
P8,2,0.4403481822836662,Parietal
F1,2,0.031746031746031744,Frontal
FT8,2,0.47107014848950335,Temporal
P6,2,0.4280593958013313,Parietal
PO3,2,0.031746031746031744,Parieto-occipital
P2,2,0.2007168458781362,Parietal
Pz,2,0.17511520737327188,Parietal
TP7,2,0.031746031746031744,Temporal
P7,2,0.06246799795186892,Parietal
P5,2,0.09216589861751152,Parietal
FC3,2,0.031746031746031744,Frontal
AF7,2,0.09216589861751152,Frontal
F7,2,0.06246799795186892,Frontal
POz,2,0.06246799795186892,Parieto-occipital
FCz,2,0.33282130056323606,Frontal
FC2,2,0.4147465437788018,Frontal
Cz,2,0.35125448028673834,Central
C4,2,0.031746031746031744,Central
CPz,2,0.09216589861751152,Centroparietal
CP2,2,0.06246799795186892,Centroparietal
CP4,2,0.031746031746031744,Centroparietal
Fp1,2,0.12083973374295955,Frontopolar
Fpz,2,0.148489503328213,Frontopolar
Fp2,2,0.17511520737327188,Frontopolar
P1,2,0.148489503328213,Parietal
AF3,2,0.031746031746031744,Frontal
AF8,2,0.2007168458781362,Frontal
P3,2,0.12083973374295955,Parietal
PO7,1,0.0,Parieto-occipital
PO8,1,0.0,Parieto-occipital
O1,1,0.0,Occipital
FC5,1,0.0,Frontal
T10,1,0.0,Temporal
T9,1,0.0,Temporal
T8,1,0.0,Temporal
T7,1,0.0,Temporal
F6,1,0.0,Frontal
F3,1,0.0,Frontal
F5,1,0.0,Frontal
CP6,1,0.0,Centroparietal
CP5,1,0.0,Centroparietal
C6,1,0.0,Central
C3,1,0.0,Central
C5,1,0.0,Central
FC6,1,0.0,Frontal
Iz,1,0.0,Occipital
